StudentID,Age,Gender,Major,GPA,ActualYearOfStudy,PredictedYearOfStudy,IsCorrect,TopScore
1,22,Male,Economics,3.16,5,4,false,0.2201
2,25,Female,Economics,2.8,1,5,false,0.2101
3,19,Male,Computer Science,2.53,3,1,false,0.23
4,24,Non-Binary,Arts,3.9,3,2,false,0.2742
5,21,Female,Nursing,3.33,1,4,false,0.2032
6,28,Male,Law,2.02,4,1,false,0.2417
7,25,Non-Binary,Engineering,3.55,1,2,false,0.2301
8,25,Male,Education,3.8,2,2,true,0.2325
9,21,Non-Binary,Business,3.29,5,5,true,0.2421
10,26,Non-Binary,Data Science,2.99,2,5,false,0.2195
11,19,Female,Business,3.17,5,5,true,0.2291
12,18,Non-Binary,Nursing,3.75,4,3,false,0.2228
13,26,Female,Engineering,3.02,2,4,false,0.2357
14,23,Female,Nursing,2.46,5,5,true,0.2138
15,27,Non-Binary,Business,3.08,5,5,true,0.2433
16,25,Male,Biology,3.9,4,2,false,0.2615
17,27,Non-Binary,Data Science,2.62,2,5,false,0.2258
18,28,Female,Economics,3.09,4,2,false,0.22
19,18,Non-Binary,Arts,2.92,4,3,false,0.2266
20,26,Male,Biology,2.37,2,2,true,0.2204
21,28,Male,Psychology,3.41,3,4,false,0.2373
22,18,Non-Binary,Psychology,2.72,3,3,true,0.2477
23,23,Male,Engineering,3.34,1,4,false,0.2505
24,25,Male,Arts,3.26,3,2,false,0.2614
25,19,Male,Psychology,3.63,2,1,false,0.2312
26,26,Non-Binary,Mathematics,4,4,4,true,0.2295
27,21,Non-Binary,Psychology,3.46,4,3,false,0.2332
28,19,Female,Mathematics,3.04,5,4,false,0.2345
29,23,Non-Binary,Mathematics,2.96,2,5,false,0.2329
30,25,Male,Law,3.16,4,1,false,0.2436
31,20,Male,Education,2.86,3,5,false,0.2289
32,24,Female,Computer Science,3.73,5,1,false,0.2394
33,26,Non-Binary,Arts,3.95,1,2,false,0.2858
34,21,Female,Education,3.57,4,5,false,0.2305
35,27,Female,Education,3.34,4,5,false,0.2316
36,24,Male,Business,3.07,1,4,false,0.2227
37,20,Non-Binary,Law,3.49,3,1,false,0.2413
38,26,Non-Binary,Data Science,3.49,1,5,false,0.2108
39,21,Female,Nursing,2.46,5,5,true,0.2143
40,28,Female,Engineering,3.67,5,2,false,0.2458
41,25,Non-Binary,Engineering,3.43,3,2,false,0.2267
42,21,Female,Education,3.53,1,5,false,0.2312
43,26,Male,Nursing,3.19,4,4,true,0.2187
44,19,Male,Computer Science,3.3,2,1,false,0.2283
45,28,Female,Economics,2.71,1,5,false,0.2105
46,24,Non-Binary,Nursing,3.67,2,2,true,0.2189
47,20,Female,Computer Science,2.98,1,1,true,0.2478
48,23,Non-Binary,Economics,2.63,4,5,false,0.2284
49,27,Female,Biology,3.48,2,2,true,0.2529
50,18,Male,Business,3.38,4,4,true,0.2211
51,21,Non-Binary,Data Science,2.48,2,5,false,0.2295
52,27,Non-Binary,Mathematics,2.93,5,5,true,0.2321
53,24,Female,Arts,3.73,2,2,true,0.2677
54,24,Male,Law,4,2,1,false,0.2427
55,24,Female,Mathematics,2.91,4,4,true,0.2369
56,18,Male,Economics,3.11,4,4,true,0.2179
57,19,Male,Business,2.89,4,5,false,0.2199
58,24,Female,Biology,2.95,5,2,false,0.2237
59,27,Non-Binary,Engineering,3.15,4,2,false,0.2273
60,23,Non-Binary,Business,2.23,3,5,false,0.2619
61,18,Male,Data Science,3.17,3,4,false,0.2159
62,22,Non-Binary,Economics,3.05,3,5,false,0.2212
63,26,Non-Binary,Biology,2.31,4,5,false,0.249
64,19,Non-Binary,Arts,3.09,2,2,true,0.2266
65,24,Non-Binary,Arts,2.78,5,2,false,0.2402
66,23,Female,Biology,3.38,3,2,false,0.2319
67,28,Female,Arts,3,4,2,false,0.2646
68,23,Male,Engineering,3.78,2,4,false,0.2511
69,18,Male,Mathematics,3.93,1,4,false,0.2532
70,24,Female,Economics,3.23,3,2,false,0.2074
71,23,Non-Binary,Law,3.76,1,1,true,0.2369
72,22,Male,Biology,3.01,5,2,false,0.2215
73,26,Male,Arts,4,1,2,false,0.2892
74,18,Female,Computer Science,4,1,1,true,0.2481
75,25,Male,Law,3.6,1,1,true,0.2424
76,19,Non-Binary,Arts,3.07,4,2,false,0.2261
77,27,Female,Data Science,3.63,1,1,true,0.2191
78,18,Male,Arts,4,1,2,false,0.2503
79,19,Non-Binary,Data Science,3.43,4,5,false,0.2138
80,27,Male,Nursing,3.07,2,2,true,0.219
81,20,Female,Computer Science,2.8,5,1,false,0.2482
82,20,Non-Binary,Data Science,2.01,4,5,false,0.2376
83,21,Non-Binary,Biology,3.06,2,5,false,0.2366
84,27,Female,Law,3.12,5,1,false,0.2611
85,23,Non-Binary,Psychology,4,4,3,false,0.2228
86,18,Non-Binary,Mathematics,3.53,2,5,false,0.2242
87,23,Male,Business,2.83,3,4,false,0.2216
88,22,Male,Education,3.87,3,4,false,0.2233
89,22,Female,Engineering,3.5,5,4,false,0.2352
90,28,Non-Binary,Economics,3.36,3,2,false,0.2275
91,21,Non-Binary,Computer Science,3.48,5,1,false,0.2183
92,19,Female,Law,2.93,4,1,false,0.2733
93,20,Male,Business,2.24,1,5,false,0.2311
94,28,Female,Mathematics,2.99,4,4,true,0.2391
95,21,Female,Economics,3.11,1,1,true,0.2097
96,24,Male,Psychology,3.26,1,4,false,0.2334
97,21,Female,Education,2.69,5,5,true,0.2472
98,24,Female,Arts,4,2,2,true,0.276
99,20,Male,Psychology,1.98,4,3,false,0.2399
100,27,Non-Binary,Education,2.35,5,5,true,0.2675
101,26,Non-Binary,Nursing,3.78,4,2,false,0.2307
102,21,Male,Psychology,3.55,2,4,false,0.2321
103,19,Male,Biology,2.08,4,5,false,0.2259
104,21,Male,Business,3.16,4,4,true,0.2218
105,27,Male,Economics,2.69,1,4,false,0.221
106,22,Male,Education,3.94,1,2,false,0.2237
107,23,Female,Psychology,3.29,4,1,false,0.2478
108,27,Non-Binary,Mathematics,3.92,2,4,false,0.2296
109,19,Female,Psychology,4,4,1,false,0.2518
110,25,Male,Engineering,3.39,2,4,false,0.2512
111,25,Male,Business,2.75,3,4,false,0.2222
112,19,Male,Engineering,2.25,4,4,true,0.2456
113,28,Non-Binary,Business,2.32,1,5,false,0.2581
114,24,Non-Binary,Arts,3.98,5,2,false,0.2767
115,24,Male,Nursing,3.69,4,2,false,0.2235
116,22,Female,Business,3.01,2,5,false,0.231
117,18,Female,Law,2.97,2,1,false,0.2746
118,20,Male,Data Science,2.37,5,1,false,0.2142
119,28,Non-Binary,Psychology,3.54,2,1,false,0.2143
120,28,Male,Arts,3.23,1,2,false,0.275
121,28,Non-Binary,Law,3.61,1,1,true,0.2301
122,25,Male,Business,2.87,5,4,false,0.2225
123,19,Female,Law,1.98,2,1,false,0.2739
124,21,Female,Education,2.24,3,5,false,0.2558
125,20,Male,Law,2.94,3,1,false,0.2509
126,20,Male,Biology,2.6,1,5,false,0.2165
127,28,Male,Arts,2.55,5,2,false,0.2543
128,26,Non-Binary,Engineering,3.31,5,2,false,0.2276
129,27,Non-Binary,Computer Science,2.61,3,5,false,0.2245
130,19,Female,Law,3.4,4,1,false,0.2726
131,27,Male,Mathematics,4,4,4,true,0.2572
132,20,Male,Psychology,3.53,4,4,true,0.2311
133,28,Female,Law,3.92,4,1,false,0.257
134,21,Male,Psychology,3.05,2,1,false,0.2298
135,26,Non-Binary,Education,2.28,2,5,false,0.2694
136,19,Male,Data Science,3.16,5,4,false,0.2165
137,25,Male,Nursing,3.73,5,2,false,0.2289
138,18,Male,Mathematics,3.85,4,4,true,0.2529
139,22,Non-Binary,Data Science,3.99,5,2,false,0.2045
140,27,Non-Binary,Engineering,3,1,4,false,0.225
141,23,Female,Nursing,3.16,3,4,false,0.2037
142,25,Non-Binary,Computer Science,3.03,1,5,false,0.2177
143,25,Non-Binary,Mathematics,4,1,4,false,0.2291
144,21,Male,Mathematics,3.84,5,4,false,0.2545
145,26,Male,Computer Science,3.87,4,4,true,0.2205
146,18,Female,Engineering,3.54,4,4,true,0.2336
147,23,Non-Binary,Psychology,2.72,3,3,true,0.2338
148,25,Female,Arts,3.59,5,2,false,0.2682
149,21,Female,Arts,3.99,3,2,false,0.2611
150,25,Male,Arts,3.71,3,2,false,0.2751
151,27,Male,Nursing,2.49,4,4,true,0.2174
152,19,Male,Law,1.9,3,1,false,0.2531
153,21,Male,Economics,2.46,4,4,true,0.2174
154,19,Non-Binary,Biology,2.97,4,5,false,0.239
155,27,Female,Economics,3.32,4,2,false,0.2222
156,20,Male,Psychology,4,2,4,false,0.2332
157,22,Female,Computer Science,3.42,3,1,false,0.2436
158,18,Non-Binary,Nursing,3.68,1,3,false,0.2235
159,25,Non-Binary,Law,3.37,5,1,false,0.2349
160,19,Male,Education,2.36,1,5,false,0.2383
161,21,Male,Economics,3.27,3,4,false,0.2199
162,21,Female,Arts,3.29,5,2,false,0.2405
163,24,Female,Business,4,1,2,false,0.2265
164,26,Non-Binary,Nursing,3.47,5,2,false,0.2218
165,18,Male,Biology,1.88,4,5,false,0.2296
166,18,Male,Computer Science,2.95,1,1,true,0.2305
167,28,Non-Binary,Engineering,3.55,4,2,false,0.2432
168,25,Female,Data Science,3.08,2,1,false,0.2243
169,19,Male,Data Science,2.38,2,1,false,0.2154
170,20,Male,Computer Science,3.72,4,1,false,0.2257
171,26,Non-Binary,Mathematics,3.08,5,5,true,0.2297
172,27,Non-Binary,Computer Science,2.4,4,5,false,0.2282
173,25,Non-Binary,Biology,3.01,3,5,false,0.2357
174,22,Non-Binary,Psychology,2.49,4,3,false,0.2385
175,20,Male,Data Science,2.84,3,4,false,0.216
176,26,Male,Arts,3.2,3,2,false,0.2643
177,21,Male,Psychology,3.38,3,4,false,0.2313
178,22,Male,Business,3.24,2,4,false,0.2224
179,22,Female,Psychology,2.78,3,1,false,0.2498
180,25,Female,Law,4,4,1,false,0.2618
181,24,Male,Computer Science,3.57,1,1,true,0.2203
182,26,Male,Biology,3.13,4,2,false,0.2425
183,23,Female,Mathematics,3.67,5,4,false,0.2391
184,21,Non-Binary,Education,2.78,4,5,false,0.2612
185,27,Male,Nursing,3.28,5,2,false,0.2248
186,20,Female,Engineering,3.64,1,4,false,0.2347
187,22,Male,Computer Science,2.3,4,1,false,0.2265
188,27,Male,Data Science,3.63,2,4,false,0.2216
189,19,Female,Economics,2.51,1,5,false,0.2167
190,19,Non-Binary,Mathematics,3.53,4,4,true,0.2247
191,20,Non-Binary,Biology,2.29,3,5,false,0.2516
192,18,Female,Mathematics,2.49,3,4,false,0.2313
193,26,Non-Binary,Nursing,3.08,1,5,false,0.2161
194,22,Female,Data Science,3.06,2,1,false,0.2289
195,25,Female,Nursing,3.75,4,2,false,0.226
196,27,Female,Economics,3.16,3,2,false,0.2178
197,23,Non-Binary,Economics,3.04,5,5,true,0.2211
198,22,Female,Economics,3.55,3,2,false,0.2079
199,22,Male,Biology,2.4,1,5,false,0.2194
200,19,Male,Mathematics,2.99,5,4,false,0.2502
201,24,Female,Computer Science,3.39,2,1,false,0.2405
202,22,Non-Binary,Engineering,3.89,1,2,false,0.2267
203,24,Female,Arts,3.63,5,2,false,0.2646
204,26,Male,Psychology,2.53,4,4,true,0.2317
205,26,Male,Data Science,2.04,2,4,false,0.2167
206,28,Female,Economics,3.72,4,2,false,0.2379
207,28,Female,Biology,2.97,4,2,false,0.2418
208,22,Male,Arts,3.44,3,2,false,0.2526
209,21,Male,Arts,3.23,5,2,false,0.2418
210,23,Female,Education,3.4,1,5,false,0.2327
211,20,Non-Binary,Arts,3.19,4,2,false,0.2339
212,26,Female,Mathematics,1.84,2,5,false,0.2367
213,23,Female,Mathematics,3.16,1,4,false,0.2373
214,19,Non-Binary,Computer Science,1.94,4,5,false,0.2365
215,25,Male,Biology,3.02,5,2,false,0.2348
216,26,Male,Education,3.03,4,5,false,0.2231
217,21,Male,Computer Science,3.2,2,1,false,0.2258
218,22,Non-Binary,Education,3.18,3,5,false,0.2529
219,27,Male,Engineering,3.46,4,4,true,0.2518
220,23,Non-Binary,Nursing,2.41,5,5,true,0.2288
221,19,Male,Psychology,2.88,2,3,false,0.2351
222,18,Female,Education,3.33,1,5,false,0.2362
223,20,Female,Nursing,4,2,2,true,0.2118
224,25,Non-Binary,Psychology,3.02,4,3,false,0.2258
225,28,Non-Binary,Nursing,2.58,1,5,false,0.2243
226,21,Female,Law,3.5,5,1,false,0.2695
227,24,Female,Economics,3.22,3,2,false,0.2072
228,19,Non-Binary,Biology,3.29,5,5,true,0.233
229,18,Female,Engineering,3.88,4,4,true,0.2344
230,21,Non-Binary,Psychology,3.27,4,3,false,0.2348
231,28,Non-Binary,Engineering,3.47,4,2,false,0.2409
232,25,Male,Business,3.77,4,2,false,0.2286
233,28,Male,Law,2.62,3,1,false,0.2406
234,25,Male,Psychology,3.63,1,4,false,0.2358
235,26,Female,Engineering,3.1,3,4,false,0.2358
236,27,Male,Business,3.04,2,4,false,0.2236
237,27,Female,Education,4,4,2,false,0.2431
238,19,Non-Binary,Arts,2.56,5,3,false,0.2276
239,20,Non-Binary,Engineering,2.93,1,4,false,0.2219
240,27,Male,Nursing,3.06,3,4,false,0.2188
241,20,Female,Engineering,2.35,2,4,false,0.2312
242,27,Non-Binary,Engineering,2.1,3,4,false,0.2228
243,24,Female,Mathematics,3.56,1,4,false,0.2392
244,18,Male,Law,2.85,2,1,false,0.2536
